image,old_class,new_class,text,entity_value,entity_field
X51007339126,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339126,LINE_TOTAL,TOTAL,12.00,12.00,total
X51007339126,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339130,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339130,LINE_TOTAL,TOTAL,8.70,8.70,total
X51007339130,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339131,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339131,LINE_TOTAL,TOTAL,12.40,12.40,total
X51007339131,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339132,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339132,LINE_TOTAL,TOTAL,8.70,8.70,total
X51007339132,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339133,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339133,LINE_TOTAL,TOTAL,8.70,8.70,total
X51007339133,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339135,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339135,LINE_TOTAL,TOTAL,8.70,8.70,total
X51007339135,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339136,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339136,LINE_TOTAL,TOTAL,46.90,46.90,total
X51007339136,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339139,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339139,LINE_TOTAL,TOTAL,10.00,10.00,total
X51007339139,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339146,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339146,LINE_TOTAL,TOTAL,16.50,16.50,total
X51007339146,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339150,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339150,OTHER,TOTAL,1 X 35.0000,35.00,total
X51007339150,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339151,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339151,LINE_TOTAL,TOTAL,8.70,8.70,total
X51007339151,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339152,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339152,OTHER,TOTAL,1 X 4.5000,4.50,total
X51007339152,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339156,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339156,LINE_TOTAL,TOTAL,8.70,8.70,total
X51007339156,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339157,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339157,LINE_TOTAL,TOTAL,5.00,5.00,total
X51007339157,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339158,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339158,LINE_TOTAL,TOTAL,5.00,5.00,total
X51007339158,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339162,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339162,LINE_TOTAL,TOTAL,8.70,8.70,total
X51007339162,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339164,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339164,LINE_TOTAL,TOTAL,9.30,9.30,total
X51007339164,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339165,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339165,LINE_TOTAL,TOTAL,33.60,33.60,total
X51007339165,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339166,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339166,OTHER,TOTAL,1 X 3.9000,3.90,total
X51007339166,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339167,ITEM,COMPANY,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,company
X51007339167,LINE_TOTAL,TOTAL,7.00,7.00,total
X51007339167,ITEM,ADDRESS,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X","NO. 31G&33G, JALAN SETIA INDAH X ,U13/X 40170 SETIA ALAM",address
X51007339639,ITEM,COMPANY,AIK HUAT HARDWARE,AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD,company
X51007339639,LINE_TOTAL,TOTAL,4.00,4.00,total
X51007339642,ITEM,COMPANY,AIK HUAT HARDWARE,AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD,company
X51007339642,LINE_TOTAL,TOTAL,14.00,14.00,total
X51007339643,ITEM,COMPANY,AIK HUAT HARDWARE,AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD,company
X51007339643,LINE_TOTAL,TOTAL,6.00,6.00,total
X51007339647,ITEM,COMPANY,AIK HUAT HARDWARE,AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD,company
X51007339647,LINE_TOTAL,TOTAL,16.00,16.00,total
X51007339648,ITEM,COMPANY,AIK HUAT HARDWARE,AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD,company
X51007339648,LINE_TOTAL,TOTAL,30.00,30.00,total
X51007339650,ITEM,COMPANY,AIK HUAT HARDWARE,AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD,company
X51007339650,LINE_TOTAL,TOTAL,24.00,24.00,total
X51007339651,ITEM,COMPANY,AIK HUAT HARDWARE,AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD,company
X51007339651,LINE_TOTAL,TOTAL,7.00,7.00,total
X51007339653,ITEM,COMPANY,AIK HUAT HARDWARE,AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD,company
X51007339653,LINE_TOTAL,TOTAL,24.00,24.00,total
X51007339656,ITEM,COMPANY,AIK HUAT HARDWARE,AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD,company
X51007339656,LINE_TOTAL,TOTAL,16.00,16.00,total
X51007339657,ITEM,COMPANY,AIK HUAT HARDWARE,AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD,company
X51007339657,LINE_TOTAL,TOTAL,2.50,2.50,total
X51007339658,ITEM,COMPANY,AIK HUAT HARDWARE,AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD,company
X51007339658,LINE_TOTAL,TOTAL,28.00,28.00,total
X51007391372,ITEM,COMPANY,FY EAGLE ENTERPRISE,FY EAGLE ENTERPRISE,company
X51007391372,LINE_TOTAL,TOTAL,52.00,52.00,total
X51007391372,ITEM,ADDRESS,"TAMAN PERINDUSTRIAN BUKIT SERDANG,","NO. 42, JALAN PBS 14/11, TAMAN PERINDUSTRIAN BUKIT SERDANG, 43300 SERI KEMBANGAN, SELANGOR",address
X51007419197,DOCUMENT_NO,COMPANY,MYNEWS RETAIL SB(306295-X) FKA BISON STORES SB,MYNEWS RETAIL SB,company
X51007419197,LINE_TOTAL,TOTAL,6.00,6.00,total
X51007419197,ITEM,ADDRESS,"UNIT 105, BLOCK A,PUSAT DAGANGAN PHILEO DAMANSARA,","UNIT 105, BLOCK A,PUSAT DAGANGAN PHILEO DAMANSARA, NO.9, JALAN 16/11,,46350,PETALING JAYA,SELANGOR",address
X51007579726,ITEM,COMPANY,RAPID RAIL SDN BHD,RAPID RAIL SDN BHD,company
X51007579726,LINE_TOTAL,TOTAL,RM 30.00,RM 30.00,total
X51007579726,ITEM,ADDRESS,OFF JALAN LAPANGAN TERBANG SUBANG,"NO.1 JALAN PJU 1A/46, OFF JALAN LAPANGAN TERBANG SUBANG PETALING JAYA SELANGOR 47301",address
X51007843145,ITEM,COMPANY,ESJAY FUEL ENTERPRISE,ESJAY FUEL ENTERPRISE,company
X51007843145,LINE_TOTAL,TOTAL,50.00,50.00,total
X51007843145,ITEM,ADDRESS,JALAN PERMAS 10/10,"LOT PTD 101051 JALAN PERMAS 10/10 81750 MASAI, JOHOR",address
X51007846269,ITEM,COMPANY,UNIHAKKA INTERNATIONAL SDN BHD,UNIHAKKA INTERNATIONAL SDN BHD,company
X51007846269,OTHER,TOTAL,NETT TOTAL: RM7.70,RM7.70,total
X51007846269,ITEM,ADDRESS,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN","12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",address
X51007846270,ADDRESS,COMPANY,MOONLIGHT CAKE HOUSE SDN BHD 862725-U,MOONLIGHT CAKE HOUSE SDN BHD,company
X51007846270,OTHER,TOTAL,RM21.85,RM21.85,total
X51007846270,ITEM,ADDRESS,"NO.1, JALAN PERMAS 10/5, BANDAR BARU PERMAS JAYA","NO.1, JALAN PERMAS 10/5, BANDAR BARU PERMAS JAYA 81750 JOHOR BAHRU, JOHOR.",address
X51007846286,ITEM,COMPANY,UNIHAKKA INTERNATIONAL SDN BHD,UNIHAKKA INTERNATIONAL SDN BHD,company
X51007846286,OTHER,TOTAL,NETT TOTAL: RM7.70,RM7.70,total
X51007846286,ITEM,ADDRESS,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN","12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",address
X51007846301,ITEM,COMPANY,UNIHAKKA INTERNATIONAL SDN BHD,UNIHAKKA INTERNATIONAL SDN BHD,company
X51007846301,OTHER,TOTAL,NETT TOTAL: RM8.50,RM8.50,total
X51007846301,ITEM,ADDRESS,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN","12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",address
X51007846302,ITEM,COMPANY,MOONLIGHT CAKE HOUSE SDN BHD,MOONLIGHT CAKE HOUSE SDN BHD,company
X51007846302,OTHER,TOTAL,RM15.40,RM15.40,total
X51007846302,ITEM,ADDRESS,"NO.1, JALAN PERMAS 10/5, BANDAR BARU PERMAS JAYA","NO.1, JALAN PERMAS 10/5, BANDAR BARU PERMAS JAYA 81750 JOHOR BAHRU, JOHOR.",address
X51007846305,LINE_TOTAL,TOTAL,127.35,127.35,total
X51007846305,ITEM,ADDRESS,"3RD FLR, AEON TAMAN MALURI SC","3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR",address
X51007846307,ITEM,COMPANY,UNIHAKKA INTERNATIONAL SDN BHD,UNIHAKKA INTERNATIONAL SDN BHD,company
X51007846307,OTHER,TOTAL,NETT TOTAL: RM7.70,RM7.70,total
X51007846307,ITEM,ADDRESS,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN","12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",address
X51007846309,ITEM,COMPANY,UNIHAKKA INTERNATIONAL SDN BHD,UNIHAKKA INTERNATIONAL SDN BHD,company
X51007846309,OTHER,TOTAL,TOTAL AMOUNT: RM6.00,RM6.00,total
X51007846309,ITEM,ADDRESS,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN","12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",address
X51007846325,ITEM,COMPANY,DE LUXE CIRCLE FRESH MART SDN BHD,DE LUXE CIRCLE FRESH MART SDN BHD,company
X51007846325,LINE_TOTAL,TOTAL,25.85,25.85,total
X51007846326,ITEM,COMPANY,LEMON TREE RESTAURANT,LEMON TREE RESTAURANT JTJ FOODS SDN BHD,company
X51007846326,LINE_TOTAL,TOTAL,10.30,10.30,total
X51007846350,ITEM,COMPANY,PASARAYA CINWA SDN BHD,PASARAYA CINWA SDN BHD,company
X51007846350,LINE_TOTAL,TOTAL,14.20,14.20,total
X51007846350,OTHER,ADDRESS,"NO.6,8, 10& 12 JALAN PERMAS 4/3","NO.6,8, 10& 12 JALAN PERMAS 4/3 BANDAR BARU PERMAS JAYA, 81750 JOHOR BAHRU,JOHOR.",address
X51007846353,ADDRESS,COMPANY,THE TOAST F&B SDN BHD (965752-T),THE TOAST F&B SDN BHD,company
X51007846353,LINE_TOTAL,TOTAL,28.15,28.15,total
X51007846353,DOCUMENT_NO,ADDRESS,LOT 2110&2111 JALAN PERMAS UTARA,LOT 2110&2111 JALAN PERMAS UTARA BANDAR BARU PERMAS 81750 JOHOR BAHRU JOHOR,address
X51007846357,ITEM,COMPANY,KEDAI RUNCIT ZBH,KEDAI RUNCIT ZBH,company
X51007846357,OTHER,TOTAL,RM43.40,RM43.40,total
X51007846357,ITEM,ADDRESS,"BANDAR BARU PERMAS JAYA,","NO.17,JALAN PERMAS 1/7, BANDAR BARU PERMAS JAYA,81750,MASAI",address
X51007846366,LINE_TOTAL,TOTAL,38.60,38.60,total
X51007846366,ITEM,ADDRESS,"3RD FLR, AEON TAMAN MALURI SC","3RD FLR, AEON TAMAN MALURI SC JLN JEJAKA, TAMAN MALURI CHERAS, 55100 KUALA LUMPUR",address
X51007846368,ITEM,COMPANY,GRANDMA HOMES RESTAURANT,GRANDMA HOMES RESTAURANT,company
X51007846368,LINE_TOTAL,TOTAL,473.30,473.30,total
X51007846368,ITEM,ADDRESS,"NO.3 & 5, JALAN PERMAS 11,","NO.3 & 5, JALAN PERMAS 11, BANDAR BARU PERMAS JAYA, 81750 MASAI, JOHOR",address
X51007846370,ITEM,COMPANY,UNIHAKKA INTERNATIONAL SDN BHD,UNIHAKKA INTERNATIONAL SDN BHD,company
X51007846370,OTHER,TOTAL,NETT TOTAL: RM7.70,RM7.70,total
X51007846370,ITEM,ADDRESS,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN","12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU, JOHOR",address
X51007846388,ITEM,COMPANY,UNIHAKKA INTERNATIONAL SDN BHD,UNIHAKKA INTERNATIONAL SDN BHD,company
X51007846388,OTHER,TOTAL,NETT TOTAL: RM8.20,RM8.20,total
X51007846388,ITEM,ADDRESS,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN","12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU, JOHOR",address
X51007846391,ITEM,COMPANY,UNIHAKKA INTERNATIONAL SDN BHD,UNIHAKKA INTERNATIONAL SDN BHD,company
X51007846391,OTHER,TOTAL,NETT TOTAL: RM8.20,RM8.20,total
X51007846391,ITEM,ADDRESS,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN","12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU, JOHOR",address
X51007846393,ADDRESS,COMPANY,MOONLIGHT CAKE HOUSE SDN BHD 862725-U,MOONLIGHT CAKE HOUSE SDN BHD,company
X51007846393,OTHER,TOTAL,RM14.20,RM14.20,total
X51007846393,ITEM,ADDRESS,"NO.1, JALAN PERMAS 10/5, BANDAR BARU PERMAS JAYA","NO.1, JALAN PERMAS 10/5, BANDAR BARU PERMAS JAYA 81750 JOHOR BAHRU, JOHOR.",address
X51007846395,ITEM,COMPANY,GERBANG ALAF RESTAURANTS SDN BHD,GERBANG ALAF RESTAURANTS SDN BHD,company
X51007846395,LINE_TOTAL,TOTAL,12.80,12.80,total
X51007846395,ITEM,ADDRESS,"LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3","LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39, 47400 PETALING JAYA SELANGOR",address
X51007846398,ITEM,COMPANY,UNIHAKKA INTERNATIONAL SDN BHD,UNIHAKKA INTERNATIONAL SDN BHD,company
X51007846398,OTHER,TOTAL,NETT TOTAL: RM8.50,RM8.50,total
X51007846398,ITEM,ADDRESS,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN","12, JALAN TAMPOL 7/4,KAWASAN PERINDUSTRIAN TAMPOI,81200 JOHOR BAHRU,JOHOR",address
X51007846410,ITEM,COMPANY,IDEAL MENU GROUP SDN BHD,IDEAL MENU GROUP SDN BHD,company
X51007846410,LINE_TOTAL,TOTAL,12.00,12.00,total
X51007846410,ITEM,ADDRESS,"31,31A, JALAN HANG TUAH 9,","31,31A, JALAN HANG TUAH 9, TAMAN SKUDAI BARU, 81300 SKUDAI, JOHOR",address
X51007846412,ITEM,COMPANY,LAVENDER CONFECTIONERY & BAKERY S/B,LAVENDER CONFECTIONERY & BAKERY S/B,company
X51007846412,LINE_TOTAL,TOTAL,26.50,26.50,total
X51007846451,ITEM,COMPANY,PASIR EMAS HARDWARE SDN BHD,PASIR EMAS HARDWARE SDN BHD,company
X51007846451,LINE_TOTAL,TOTAL,36.00,36.00,total
X51008030560,ITEM,COMPANY,RESTORAN DE COFFEE O,RESTORAN DE COFFEE O,company
X51008030560,LINE_TOTAL,TOTAL,11.60,11.60,total
X51008030565,ITEM,COMPANY,RESTORAN WAN SHENG,RESTORAN WAN SHENG,company
X51008030565,LINE_TOTAL,TOTAL,7.80,7.80,total
X51008030565,ITEM,ADDRESS,"SEKSYEN 9, BANDAR MAHKOTA CHERAS,","NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",address
X51008030566,ITEM,COMPANY,RESTORAN WAN SHENG,RESTORAN WAN SHENG,company
X51008030566,LINE_TOTAL,TOTAL,8.60,8.60,total
X51008030566,ITEM,ADDRESS,"SEKSYEN 9, BANDAR MAHKOTA CHERAS,","NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",address
X51008042777,ITEM,COMPANY,RESTORAN WAN SHENG,RESTORAN WAN SHENG,company
X51008042777,LINE_TOTAL,TOTAL,4.80,4.80,total
X51008042777,ITEM,ADDRESS,"SEKSYEN 9, BANDAR MAHKOTA CHERAS,","NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",address
X51008042778,ITEM,COMPANY,RESTORAN WAN SHENG,RESTORAN WAN SHENG,company
X51008042778,LINE_TOTAL,TOTAL,19.40,19.40,total
X51008042778,ITEM,ADDRESS,"SEKSYEN 9, BANDAR MAHKOTA CHERAS,","NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",address
X51008042782,ITEM,COMPANY,RESTORAN WAN SHENG,RESTORAN WAN SHENG,company
X51008042782,LINE_TOTAL,TOTAL,6.70,6.70,total
X51008042782,ITEM,ADDRESS,"SEKSYEN 9, BANDAR MAHKOTA CHERAS,","NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",address
X51008042783,ITEM,COMPANY,GERBANG ALAF RESTAURANTS SDN BHD,GERBANG ALAF RESTAURANTS SDN BHD,company
X51008042783,LINE_TOTAL,TOTAL,18.90,18.90,total
X51008042783,ITEM,ADDRESS,"LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3","LEVEL 6, BANGUNAN TH, DAMANSARA UPTOWN3 NO.3, JALAN SS21/39,47400 PETALING JAYA SELANGOR",address
X51008042791,ITEM,COMPANY,RESTORAN WAN SHENG,RESTORAN WAN SHENG,company
X51008042791,LINE_TOTAL,TOTAL,2.40,2.40,total
X51008042791,ITEM,ADDRESS,"SEKSYEN 9, BANDAR MAHKOTA CHERAS,","NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",address
X51008042792,ITEM,COMPANY,RESTORAN WAN SHENG,RESTORAN WAN SHENG,company
X51008042792,LINE_TOTAL,TOTAL,5.00,5.00,total
X51008042792,ITEM,ADDRESS,"SEKSYEN 9, BANDAR MAHKOTA CHERAS,","NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",address
X51008042793,ITEM,COMPANY,SANG KEE CHERAS RESTAURANT,SANG KEE CHERAS RESTAURANT,company
X51008042793,LINE_TOTAL,TOTAL,2.50,2.50,total
X51008042793,ITEM,ADDRESS,"69, JALAN TEMENGGUNG 3/9","69, JALAN TEMENGGUNG 3/9 BANDAR MAHKOTA CHERAS 43200 CHERAS SELANGOR",address
X51008063849,ITEM,COMPANY,MR. D.I.Y. (M) SDN BHD,MR. D.I.Y. (M) SDN BHD,company
X51008063849,LINE_TOTAL,TOTAL,2.70,2.70,total
X51008064061,ITEM,COMPANY,MR. D.I.Y. (M) SDN BHD,MR. D.I.Y. (M) SDN BHD,company
X51008064061,LINE_TOTAL,TOTAL,RM 69.20,69.20,total
X51008099041,ITEM,COMPANY,RESTORAN WAN SHENG,RESTORAN WAN SHENG,company
X51008099041,LINE_TOTAL,TOTAL,4.20,4.20,total
X51008099041,ITEM,ADDRESS,"SEKSYEN 9, BANDAR MAHKOTA CHERAS,","NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",address
X51008099043,ITEM,COMPANY,RESTORAN WAN SHENG,RESTORAN WAN SHENG,company
X51008099043,LINE_TOTAL,TOTAL,4.60,4.60,total
X51008099043,ITEM,ADDRESS,"SEKSYEN 9, BANDAR MAHKOTA CHERAS,","NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",address
X51008099044,ITEM,COMPANY,RESTORAN WAN SHENG,RESTORAN WAN SHENG,company
X51008099044,LINE_TOTAL,TOTAL,6.50,6.50,total
X51008099044,ITEM,ADDRESS,"SEKSYEN 9, BANDAR MAHKOTA CHERAS,","NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",address
X51008099046,ITEM,COMPANY,RESTORAN WAN SHENG,RESTORAN WAN SHENG,company
X51008099046,LINE_TOTAL,TOTAL,4.60,4.60,total
X51008099046,ITEM,ADDRESS,"SEKSYEN 9, BANDAR MAHKOTA CHERAS,","NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",address
X51008099048,ITEM,COMPANY,RESTORAN WAN SHENG,RESTORAN WAN SHENG,company
X51008099048,LINE_TOTAL,TOTAL,4.80,4.80,total
X51008099048,ITEM,ADDRESS,"SEKSYEN 9, BANDAR MAHKOTA CHERAS,","NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",address
X51008099049,ITEM,COMPANY,PAPPARICH BMC,PAPPARICH BMC,company
X51008099049,LINE_TOTAL,TOTAL,17.22,17.22,total
X51008099054,ITEM,COMPANY,10 GRAM GOURMET SBN BHD,10 GRAM GOURMET SBN BHD,company
X51008099054,LINE_TOTAL,TOTAL,15.00,15.00,total
X51008099054,ITEM,ADDRESS,"NO 3, JALAN TEMENGGUNG 27/9","NO 3, JALAN TEMENGGUNG 27/9 BANDAR MAHKOTA CHERAS, 43200 SELANGOR.",address
X51008099071,ITEM,COMPANY,LEONG HENG SHELL SERVICE STATION,LEONG HENG SHELL SERVICE STATION,company
X51008099071,OTHER,TOTAL,50.00 C,50.00,total
X51008099073,ITEM,COMPANY,PROSPER NIAGA,PROSPER NIAGA,company
X51008099073,OTHER,TOTAL,100.00 K,100.00,total
X51008099081,ITEM,COMPANY,RESTORAN WAN SHENG,RESTORAN WAN SHENG,company
X51008099081,LINE_TOTAL,TOTAL,4.80,4.80,total
X51008099081,ITEM,ADDRESS,"SEKSYEN 9, BANDAR MAHKOTA CHERAS,","NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",address
X51008099083,ITEM,COMPANY,RESTORAN WAN SHENG,RESTORAN WAN SHENG,company
X51008099083,LINE_TOTAL,TOTAL,6.70,6.70,total
X51008099083,ITEM,ADDRESS,"SEKSYEN 9, BANDAR MAHKOTA CHERAS,","NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",address
X51008099084,ITEM,COMPANY,RESTORAN WAN SHENG,RESTORAN WAN SHENG,company
X51008099084,LINE_TOTAL,TOTAL,4.60,4.60,total
X51008099084,ITEM,ADDRESS,"SEKSYEN 9, BANDAR MAHKOTA CHERAS,","NO.2, JALAN TEMENGGUNG 19/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, 43200 CHERAS, SELANGOR",address
X51008099085,ITEM,COMPANY,RESTORAN WAN SHENG,RESTORAN WAN SHENG,company
